id,title,summary,publication_date,district,crime_type,source,url
112,Video | Candidato presidencial Santiago Botero fue desalojado por la Policía de lujoso apartamento en Cartagena: lo señalan de violencia intrafamiliar - ELTIEMPO.com,Video | Candidato presidencial Santiago Botero fue desalojado por la Policía de lujoso apartamento en Cartagena: lo señalan de violencia intrafamiliar ELTIEMPO.com,2026-05-30,Santiago,VIF/Femicidio,ELTIEMPO.com,https://news.google.com/rss/articles/CBMirAJBVV95cUxOTlk2RU1sWDctSjk3Xy01QlI1bVY2YW5KNzRBMWEyMDk2Y0FkMllyempMT1F5dFNsRlRKeGJtUVh2QldGNy1FZ1AtT0pjREtsNzU1WDNRSGcwMGR6WkhNSjlOOVI4eElfRG1leWVnR3IycVd1YUtwX2NmcDhwd2IxcnZDYjRiaEg5NDRGMVMzS3ZWRE02Mm9Ba1FPUk5YMnhIcEc5cmE4ejFwNThKeTVIbGVCM0FoWnhHY19qdlQyQ3FISk4yMGE2Yy1KcENXbEM5TXhyV0Y5ZzlRSUdjYW9jVWhCQ2sxT1Q0cGEtX3FvVHFFbmFEeHF2U3ptcWw1R3d0MGdfSjN3d2E5T3RraUdYRGVuNjFnTm8wa1A5TGZLb19selVZWHR0Q3VtLXLSAbICQVVfeXFMT1hmektCTlN1bTZpM2dsRVZMSVVZc0lzcVRCMFZheXNWSkJRbVh3VlpoNHZ1b2JZaVFxYjdYdzIwLXVJVDBHdVlyd19GZUlQdExINEZmaXV4cHhRVUo0U19MVXU2czNzWF8wN1BKQ1NRR0VpdW1udU14cU1zNFVnRDlNTUZKYzA2bTJEN0N1M2RzTnhvNGp2UWVpV3pfYXctYUdnVUswWTBQOUxGSFByR3NLUlY4aVRzdVFQeXhvWEZOaHF4N1RaalJpUmhHNzhaaHo4RnZENVlxUjZfYWVRTHl3Q0ZPbUgyc3B2dy1OUFhNRWZlV1d0N1ZQY1VLQUdqLW5XMTJ1Q2RGN1kyR0tCTFRHeDcyd05vOEZ1Y25qX044ZFpqMmFFN0FlVFI5NVZ2YTBB?oc=5
113,Detienen a hombre acusado de incendiar departamento de su expareja en Santiago - Insular FM,Detienen a hombre acusado de incendiar departamento de su expareja en Santiago Insular FM,2026-06-28,Santiago,VIF/Femicidio,Insular FM,https://news.google.com/rss/articles/CBMipwFBVV95cUxNWkdrYzQyYVBJMWJZa2JfU2xURnhfUldpaEVMaWk4Tl90SXlfWVdPMldERXRNYXRMcnZvcmtKcVNaMFE4M2V5VGx4WTQ1a19jdzJYQWNzbmFNV3R3UXU2WFBXdGhuUUd1X1l5dUVpRFFhS2p1SUhlYkIxeGxGcHBOWWJUYWZPWTEzN1BmaEFLZkNEY0d2dkZxdExBR1g0UDdseGVBd2hhTQ?oc=5
114,Detienen a presunto autor de incendio intencional que destruyó dos casas en Santiago Centro - ADN Radio,Detienen a presunto autor de incendio intencional que destruyó dos casas en Santiago Centro ADN Radio,2026-06-28,Santiago,VIF/Femicidio,ADN Radio,https://news.google.com/rss/articles/CBMixgFBVV95cUxPa29VS0ktQ2xiSVlNMHZ4SmNHajk3Z05NR0hEelN6NG5rdzVscFpnaTU4R0g4QlVPa2lEaGpDRURoem05X2ZqVXIwdlZ2clhZV3ppNVZ4SVVfRlRPc3NybGtERnl6SmtFU3JVSU9XVnVkYm9wSkV6Ty1FdEktSnhHWXI2WU5aT3YydGdXMTNsbmx2QWp6SDg5enBYWmgtSGN3OWdNT2otc01MZGZZYWFRUlRGVkhZa0RrWVNDQlZyd2VuY1BmVXfSAdoBQVVfeXFMUHB5U0l4NXdaaDNJckYxVkNNRjc1c2UyOG85aGt5cEh4SDRZSndrV0tBbXFSR095Y3E3VEI5Y3FWeUNILTFKNC1QWmNHekpwNjAwUTdINUJ6cG1WMXpmSmN4Q0N2YW1uM1BnZXVDUmM3eXdaTlU0RVJ0WDNRVkR6VmJYUHFHSk5EZ19tWW9BTXpXNlJZMUdVeklOR3F0SkhmVUlxVWpnaDR3M1lJQ2h1U3ZNNmdiaElUaGRDX0Q3My1JWUtLTGUxR3pMRnk4ZzVRUHlwUUhwSTZFRnc?oc=5
115,Detienen a presunto autor de incendio que destruyó departamento en Santiago: Expareja de una de las víctimas sería el responsable - Meganoticias,Detienen a presunto autor de incendio que destruyó departamento en Santiago: Expareja de una de las víctimas sería el responsable Meganoticias,2026-06-28,Santiago,VIF/Femicidio,Meganoticias,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQR2ZXaWVWdlhTMUJwX1VrYWZFR3lfLTY2c0VTcXAwdWt1MG1kandSZVI2M0c0UExBaDBjUlF4cHdUb3BsZ2R3aVFqSmFWWXl6WUZaSVFtUl9iOE5PU3Z3QjNfZFNWc29RbGp4Mk41ZFFRV2RLNTlOQ0RkTXVNanNDeGRuVzFlWEs2TTBmZzgtMjRZbTJIYWh5aG5MNU9CRHRaZG96QXZhTkpQODhvODJ2WkF6YjBEeU5TNHhlcXJjdk5OVmVmTk1fajN6RWNjeGFRZ0g1bW9BVDUtNFXSAeABQVVfeXFMTUlmZVJmY0RXMktHbEVsRWVVNUU0cWJOMFl3SUw4THZkNFROSk0tQ3dxQnlWZU9oVTByY0RyV2FtVWc3V0hhSzZCeXVtdThCdHFwdW9iSXdkWTVGX2lzY0JPY0czYnlGMUlXVFhBX05Ba0phSHZVWXlseE1IY2pXMkswUDR5b0JzZ0JnbGlyWld2eXRDUlA0ZzN3Tk5ILWR2NmJVLXZLNzhWaWROWTdLSW42NFFTcXM5QjdudmRldFdMUHl6LXRUQ2s5QjA5Q1B6RTZDM3MzT25IemRpZEZaSnY?oc=5
116,Santiago Centro: detienen a sujeto acusado de quemar el departamento de su expareja - SoyChile.cl,Santiago Centro: detienen a sujeto acusado de quemar el departamento de su expareja SoyChile.cl,2026-06-28,Santiago,VIF/Femicidio,SoyChile.cl,https://news.google.com/rss/articles/CBMinwFBVV95cUxNVTFEeTc0Q3VtNnRpaVZ1TWsxX0hjdk1iV3JpV29FZTFiTUF2TVo4RzJ1UmpxN0FzSUxQeG9CREtXNmZzU1BvRmNSXy1aOUZwMl8ydF96Zzh6dWFxSnZXdU1OdzRYRS1zUVBTZ2NPSFZLM3d3MHZZVXRlbWxKQXN5ZldLS3pNT0hkYk1QZERwd0UzUkNRNnVYLVRGRF9TSnc?oc=5
117,Detienen a presunto autor de incendio en Santiago que destruyó departamento familiar - Radio Agricultura,Detienen a presunto autor de incendio en Santiago que destruyó departamento familiar Radio Agricultura,2026-06-29,Santiago,VIF/Femicidio,Radio Agricultura,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPQ1hURFV5aFJsUkdVazlsd1h2bXVVLXA2ZHNuRV90UmVWYUpseU5UMzFrSGI1MVI3amtnNWptYVQwVWF2Z3VubWs4OVlQMEtab0Q4dmNCd09FVjRTazZLUlU5cnBuUnU0Wl91aVVNQldGTFFkbzBVNnJQdmQxTUJ4TjUyZ2k1aUlrck40LWpVanF2bDg5VlhEcmp1c3U2bmEtZjg1a0JGbG1KNDZaX1V0TVF0WkJCdWRmLVJjNUxyMnM?oc=5
118,"Ejecutan desalojo del candidato presidencial Santiago Botero tras denuncia de violencia intrafamiliar, faltando un día para las elecciones - Infobae","Ejecutan desalojo del candidato presidencial Santiago Botero tras denuncia de violencia intrafamiliar, faltando un día para las elecciones Infobae",2026-05-30,Santiago,VIF/Femicidio,Infobae,https://news.google.com/rss/articles/CBMijwJBVV95cUxNOGFjbW5kZFdHRGQzcC04R1hZNmkwX18zVnVoSHNPN1VaNV9Hb3ltazBqek8yRHMxM2c0ejVXTHhFOHBQeHlrZjZsNmVjU0QxTXpJQUMyTzcwRU44QTQySDFsaEE5TTlsWk0yNHp0VV9rMlVoTmJjRWNZamtld1pKeUVUWG9XSHFMbHVFUlY1V2pwY0VNd1lva2JkdmdpSHlZTy1IOHdhaHZqWTN5NnNvS19DRzFLNWRXaGJ6SFdBWnBDRW1RY0Uxd3cwQnBibmdROHMxdFlXNWZWMGs3Y3NnVkl0MVdiRUphUnBqVElKUndnbW1mY3dpel9xbzAtZTdybmU2US16MzdpQzZ3R3dv0gGqAkFVX3lxTE1vdGF4X1UzaWZicDhzUVNsZFBlc3JQZUhzUVJsTXEwRU5LdmNWdzY4U0Rsb2FvQ0cwdkpXUUVwNTBrRUtOTXZYUENfeVFFTmQwUEc3Y2R3V2ZMUURoczRGeXA3Uk5Nd3NoRWFBYzZzSHVYeTdLcDkxazFWZFRYYkttR2ZHbEhrV3NYelZMUjdmUDRWRzJBWUJGM2p2V0lCMkpNREtveVhTLXBkSFdCU1hyNHhtOW0yWGpZcFBTZXh4TU51bnZhZmhicHZyWmsxdjQxM3VuXzg3am9vSzZJem1pWVBabFA2RkR1Z1l4X0haS0owMTc1eTBwZEtnTTI5OFNQaEZhakZPUGZ1b2VLNmFsZDFwQ3M0OE9saUFuUGUwODNNSlJSM29oMUE?oc=5
119,Un adolescente de 17 años fue detenido tras la denuncia de su expareja en Santiago del Estero - Infobae,Un adolescente de 17 años fue detenido tras la denuncia de su expareja en Santiago del Estero Infobae,2026-06-24,Santiago,VIF/Femicidio,Infobae,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOWWc2SXNORVJNS2NBR2Q0MmgwZGtwNWJuWVl1T1ExR0piY24tX19PdVlXNXl6SVM2TW85M3Vram9mMjh2M0FscGxGUzAxM0tWdE9GU3o5SVBzM2UtZXBoUDRBeFMyNkVMeWRNYThYaWZTTU9uR0x2WWhSYkd2Zm15SDRBLTdBQXZFVWVDMlQ2czJ2TS1JeUxhNlRsRzh0SHhxMVoxRGtmS3lrV0hGeWRpb2hZNGlsWDhkMXA1SkNyVWhzQjlLN2hpbWloRlpVajZoOFc1Tm4zWmVPQ19zNXc2WC1RQdIB_gFBVV95cUxNazlELV9ORllyOHRha19UYTZOdl9uVHl5dWZ3UVluVUF0WTNyeXgwUEF2QlNDd1dzbzFkTlhDRHBGUFl0aGhyS2I5Y2pVQjAxYmhNQl8yaFNqcWRwQnJJYWNLUVN3MFBOZ1E5dWNvNTdxLXl1OUJmTFl4NWpfX2VnbmNUTlVZQmhBblBCUW94Q3VyN2MwRXd1bjNiMDdIV3hnajF4QjM1SGQ5bnJVSmF6RWVmMzVNckNHeWFnNXNSYm1nNzBRNWFKb2syeEJWY2JFQkhLOVpmRE40M2UtQW5ZZEk3eUFjSXZWakl5Rl9NY2g0Qm1pU1RtXzVzcHpVdw?oc=5
120,Detienen a un hombre con orden de aprehensión por violencia familiar en Santiago - PostaMx,Detienen a un hombre con orden de aprehensión por violencia familiar en Santiago PostaMx,2026-06-10,Santiago,VIF/Femicidio,PostaMx,https://news.google.com/rss/articles/CBMiugFBVV95cUxNVHNackgwUFJZZmpZVkJ2bHlNY3BCb0NDYmRCUmVVdDBqT1JJVmFnN1d4U0dyWWJQNGdrYlRuT0JEM2M3dFpaUFk3VmRRVUhfLXJ3MEdpWEhvN3dISzdiTTE4TmN2cXpQejlOY1Ezc0Vab0ZlUEUxUG5YdDVXYkNFRlYtY2hXRG5BR1FlLVVEdnFlTE5PZmY2M3NVN2wwYmJrVnhPLU5wczVweTRGelZlaTdwUkcwYjhMTEHSAb8BQVVfeXFMUE5tSklHTElJQXBndFp4ZDFXOUpxbzRUQloyQlhIdWpwWHJnZjRtV1JjQmFGcmJacFBQdElGMXV1eTVrcDBZTmNIM002S29ZQkZ2WTJ6TUlMd1pmSnZndmFjaHUtYWxTRXR5bHlTend4b05IWE5MbElnM1ZZVDhqWlFOZk5aMFhqd3NTV2dfc1RURWdDZ2laWE5lZURwUmM0aXU5RkxyRFgxSmpzSHpJTVN2M0RNdnFQSDZWU2Zfd2M?oc=5
121,"Por receptación de especies: tres detenidos tras operativo de Carabineros en La Pintana, Santiago y Puente Alto - La Tercera","Por receptación de especies: tres detenidos tras operativo de Carabineros en La Pintana, Santiago y Puente Alto La Tercera",2026-06-27,Santiago,Seguridad General,La Tercera,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQaGYzTlZMQmNvdGgxZmFSNlZDSzExcGdGRHRIRS1nXzkzRVk4cDZQbnpka1ZMbmFDVFVUeUdnRzA5TG9kaHNpM3V6VFBHdjNLZFZmSXl6ak4yRXBSeHJ5UGRFck85LUdmZ3ZXcEd1cXBaNjdKUW8wVDhOYU95Z3UtNUxDeGFDUkx4MjRYNmRvOXRINTQ4eE1oM2pCbENmNzVoN0Q1S2RIanlubERzS2VxT2d1cTl3Tk40SkZlbkxRcmc4aVhhZlV2QXYyZGxoLS1kMEdLOXZ0em1Ddk82dUlOa9IBggJBVV95cUxOeXBSWVU1ZlRiTFZnUXFxMWJrc1lxQzVxUHVEXzZsWGVGOEpkTG4yalhsOWhITXh4SjNsa0lzMGlTdW5aTlgteTFIaWFSQWxDdTd6SmpONzVFU3RJU2ZpWUVjclBFTU95bDJOTElMYU50Y0U0ZUZQZmZ2Yi00X082UTdiaUxRNGZWdk92SHpWa1JXZF91b2k3WlJ4Q0xJaEwyN2hRTGphcTlLQnRzdFBKSzJLVmdSX2dhZTB5YlZKQ1lXc1RlSWhDRUJrWTZtMm1wUUZZQVBFWjlxRzgxbDJHMVBRaXppOXlHWnVLeTVmQlhtUjNaUXdtZDdvS0NVTXExOUE?oc=5
122,Captan tenso enfrentamiento de guardias municipales y carabineros en Santiago por control de identidad - Canal 9 Bío Bío Televisión,Captan tenso enfrentamiento de guardias municipales y carabineros en Santiago por control de identidad Canal 9 Bío Bío Televisión,2026-06-04,Santiago,Seguridad General,Canal 9 Bío Bío Televisión,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNaWlaVS1mV1k4Q0xIVGl5MGVGZnd5bEhtV3pwMzdCZFF4ZTNpOGZyR3VmMWItMHh4Mk1pTE0yWjZVSHNJcG1sSWNVM1gwNUd1Yk5yZW5ieHJhVVBUMlJrTzUyS3BoVXJLVUJJZTFqUmVGLUI4cGw3WUhpUF96bWFzWVZNenBCY1kybkNBczBZM1B5YTVSc0pFZHpVTlhxSzlEZHdqcGdOQUc4dGp1VmhUOTBWWTljV0RJQ2JPNGYtWk00c0xjb0hNTjdnZGcxemFENGJuQnh1VHFvSVhyR1E?oc=5
123,Plan “Seguridad en Movimiento” de Carabineros deja cerca de 500 detenidos en Santiago - La Tercera,Plan “Seguridad en Movimiento” de Carabineros deja cerca de 500 detenidos en Santiago La Tercera,2026-06-14,Santiago,Seguridad General,La Tercera,https://news.google.com/rss/articles/CBMixgFBVV95cUxPam9Ud1FaWjVUak5yN3h1a1BSeThfc3F0Rzd3MnBRcmppR2pBU0w4eHBhR0k2dlhPcUxFd2toSGs0bllWa3lIQjI3bDN1anRmQ3l6eVBCNWVfMlNpUnVlTEo2OEwzOXdMbHJBQm5QekRNWmx1WDB0MEtpV3RlWTVkMk1FZU1Xb21EejdzMExvanZkZFJSVjdHUU9WNmpTdkJRQkJXZXl6MzJBbS1faVVmNG93VlJiVm9HOUp5TUxrVm8zd2x6TFHSAecBQVVfeXFMUGpFOXByR09PdHZsbFpyaHFDX3Q3S04yYzJoNWVCLUplVkRDOVdBQjNiMDJJX3dVZHpQTkwtYzZTLTRWeEdsQTI1Z0g4a3hRdXNZZWNNLXRDYkRBMjc1c1lKXzIwRnhyblMwYU10cjBoVkQ1SnBkLXppa0c2S2tPVWhuUnE0bmJlU0txdl9pUi03REx0Vy1GMWFyajVMQWEtREUtTmRjT2czSTFHTWhkaEpSWGtYOVE0R2pPYjJkdHBob1hqaGxOYzg5Y3RGQTI3WkcyQWZYR2hDc0dqampYbDVfTzlPUWtF?oc=5
124,Carabineros mata a delincuente tras llamado por presunto secuestro en Santiago: hay otros 3 detenidos - BioBioChile,Carabineros mata a delincuente tras llamado por presunto secuestro en Santiago: hay otros 3 detenidos BioBioChile,2026-05-31,Santiago,Seguridad General,BioBioChile,https://news.google.com/rss/articles/CBMikAJBVV95cUxPaElYeWdjX2kzN0tkUXFybHBaNERpeWZGODZ2VHpuZ0N1cWJoZ3RybWtXU242N3RJX3JiM3Fld2V0Z0p1TTdkOW1XRVl3MnNKWEx3aDBqeXVDczhvcEkxdzAtU2VIVkpfWndmbUZ4WmFTR05vaHNtNzdjUUFxSkFoV2cxeVItdFhrMU5HaXBoUVJXVFVhcVBfZmlxbGRJaEtzUC03VW45QTB2aFhMSzVrenFGZkI0eXJmVEM4ZkNyenpERl9tRHpBcVNqNU94b3BVaWRlZ2pPdldiNUpqY0l5ekV6VlFaVU1UcXItQlhSV2VRSUk0d2tUN05BNWZMLXpNMDlRbjMzclptY29qdGJkYQ?oc=5
125,Aumentan a tres los detenidos por asesinato de niño de 12 años en San Bernardo - Teletrece,Aumentan a tres los detenidos por asesinato de niño de 12 años en San Bernardo Teletrece,2026-06-23,San Bernardo,Seguridad General,Teletrece,https://news.google.com/rss/articles/CBMirgFBVV95cUxNWXdudXE0bmVXOGxZV1FYQ3Nlc04tNXNUWFQ5WEhoU0I3TFNGNlRhakQ0d3hmcF94UHIyME9Ba0hnV1hBamNNN3lqN09vQm1NOFMxUEdKdWpqNkllNktfX2g3RTg2YWxxR01abm81RFB1T1hzNkRsN3N1Vk5KRl9qSUx1a3BUZ2kzekVQT2pGbkZ5VEZiejEwYlZoSUlNQktKN2JIdVRLSW10RmUxYXc?oc=5
126,"Chile: al menos 19 detenidos, entre ellos ejecutivo bancario, en operativo contra el Tren de Aragua - Los Angeles Times","Chile: al menos 19 detenidos, entre ellos ejecutivo bancario, en operativo contra el Tren de Aragua Los Angeles Times",2026-06-05,Sin identificar,Seguridad General,Los Angeles Times,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQVnhqUWZVX05ZZUYtYUV5ZC1aSl9yTGxiTk50V29ZWWRoMXpWX3JrdnBtdEExRWdjSmo4QWE2NHNvbzBpc3BEMEsxUHNLejB3YWZ6dnIzOHZGV0JBYW12cThQbFl3TG04TWZaYkV5c2liQzY4X1M0eUJPOXB6cjRROFM3UHZVMi0zQVlOd2toX3ZGU01EOHphekt2RmJQQVNMSW5tR0c5eTdHNE1JRlRWWWhKeEdsUURUd1dkNV9EWXllNXpSUnEwam95MWFRQUZrZENscjFFY2c2LTA0a29ybVV2em1Ra29id29LT0VmZW9MeW5y?oc=5
127,"Chile: al menos 19 detenidos, entre ellos ejecutivo bancario, en operativo contra el Tren de Aragua - Seattlepi.com","Chile: al menos 19 detenidos, entre ellos ejecutivo bancario, en operativo contra el Tren de Aragua Seattlepi.com",2026-06-02,Sin identificar,Seguridad General,Seattlepi.com,https://news.google.com/rss/articles/CBMijwFBVV95cUxOYVlkVGNmd0VidGJpNDg1WEhveHhrNUtUb3l3T2l2eG4zelZRanNYQ0ZpQTYxWllOeTZZR3lraFBsNnhlRUdESGRUSDlTNTR0US1oMElFeWJUR2hzWDhhQi1DeEhmdTM4TXpiY3dmOE5sZ3VzUW10MElCR1kzZHBsNTVLU19rUmNSWHc2ZldVYw?oc=5
128,Operación Tokio: así fue la caída de la célula del Tren de Aragua que movió $ 78 mil millones en Chile por orden de Carlos Bobby - La Tercera,Operación Tokio: así fue la caída de la célula del Tren de Aragua que movió $ 78 mil millones en Chile por orden de Carlos Bobby La Tercera,2026-06-02,Sin identificar,Seguridad General,La Tercera,https://news.google.com/rss/articles/CBMi_gFBVV95cUxPdWIxOWN5ME1VckgzaWtyR05TVEdnamZzWHZ2V2JXcmN0TVZXX2U3QmRQV09JZmNaM3hNM0JiM3BxVE9YQS1lOFJMenV1VkV0YkVJdnZoSUU4Vk9pTWx0UjVHV1ZCMHVXZXJtWTZHcTNRLWIwMTVjVGpueUVCcHU2N0Y4THZwZE1GQmpuM1FiZ1l0ek5tc25xT0h2REthLUtHWllfdnlDWndLZ1hZanIzOVAxZEZLVGZNTV95VVZhQkVFMnpNajUxZEM3X0xjMUJZNEpkZVdwR0lTczNycFh4TEZEdm9oVVR6dmp1aGZWRG1BTUZKb0FSNlFSU3BfQdIBnwJBVV95cUxNbVF6aWRWYl9iM0wzSmV6amtCeHZUYlRmZnkzN2NDR2dDN0tpSVZaMmRWNlJuQ242Mk5WdWUtN2F2NmxSTTd3TmNMVEhfdnNQX2dnSnE4LXhYU0tiZEM0MldHTUdwOE4xaU1oMlFOQmtuV0ZxdG04LUo2S2xlNHF2T0d6b2xUY2x5TmJaUUlDR29TeEZlaER6ZTgxalBUUkU4RzZRdkptdGxaLTZRT2I4UXVnUGlKUkJlMzdSVlg4ek1pYmRoXzNGMHd5NU92b09PU2lhV2s0cm4yektrS05jOTJkV2hXYlZjc2tNdEhuWS1Vb3pUTmF1T2d1cmNMVGFoU291ZFo1WkpzeERXcFB2Y1c2VTNNUmp2ZGZpblhjMA?oc=5
129,Operativo “Guaraní” desarticula red de trata sexual en Chile: hay 10 detenidos en cuatro ciudades - ADN Radio,Operativo “Guaraní” desarticula red de trata sexual en Chile: hay 10 detenidos en cuatro ciudades ADN Radio,2026-06-02,Sin identificar,Seguridad General,ADN Radio,https://news.google.com/rss/articles/CBMiygFBVV95cUxNYmJLd1JUOE5EQjczZjNNd3NGNVlFaXFVREhCTm9SQlJmWjFaZGY0OGJUNXVDN3ZiaFJWZ0F6bjlZQUxvTVFTc053VllKOGZhakVfdW8yd1JJbmhDYUJWQjNhaENseVU5VkFiaVNEb21VY2ZQN3NuMlpacktHSXBzZTh5V2V2VFUxajQ2YmRRaWNQX2VfQWhhTm42ZHpsRWhnLVd1RHhjSHU0aVlwVEJKNG95R3dMUkRBMDVlWXVBVjFlRGFtOVdMWDBB0gHeAUFVX3lxTFBZWGFWaHNqeWdUdXZQUVI4NTVVTmMwZGNCbXBRekV6T1IzZ05NSFlwaUdGUmFSelJuSHZfQ3JEOG9zUFdLMUtQT08zZDdkeWlKbDhJaGFXRGE5YnRIUy01WE10UVg3WkU5VlVkQTVFM01zTXp1aWdxOHpCQXNRZEhFRGR1WDlvdUZkaFBCZlUzc2NwbVR1YjgyUm4tUHVSQzJpQzZSNlQ1SEgwQVdCa2VLYTJreWJQZ21peDIwM2dSNFZwQ3pOLUxOam5OVk5yazljNDExSmNJWGhpUldtZw?oc=5
130,Operación Tokio alcanza a BancoEstado: PDI incauta equipos en sucursal del centro de Santiago - seranoticia.cl,Operación Tokio alcanza a BancoEstado: PDI incauta equipos en sucursal del centro de Santiago seranoticia.cl,2026-06-09,Santiago,Seguridad General,seranoticia.cl,https://news.google.com/rss/articles/CBMixgFBVV95cUxOM2FyR1o1Qm9QLTJUWGZLV0NUNTk2X1doZFE1c1FRRG0xb1NJUzd1SFpRN3ZUMTFyek9EVzJRd3hFSXdOX0xUNnNrNkQ0Wm1HOThRZUNCZXpaNURTXzhYQUpqLUFPTDlxZUtNb3hSNW5uOUxPZnM2dk41Z2xvaE05elZ2WHViSkFZWEZadl9Da0VVcDNlMzdTS2ZHdjN5RjR3X2hYdFIwdWVGZUxRdXZYbTV5N0lkbEIyc0t5MW4wdDJzZEViRUE?oc=5
131,Operación Tokio: Allanan sucursal del BancoEstado en Santiago Centro - estapasando.cl,Operación Tokio: Allanan sucursal del BancoEstado en Santiago Centro estapasando.cl,2026-06-09,Santiago,Seguridad General,estapasando.cl,https://news.google.com/rss/articles/CBMiogFBVV95cUxOQ0Vmam9xWXJORWZZdUhUUDQtN3pHRVVmZzRCamUzcUZPN0dLdmNVQmx5NnM5Nmt2endNR2gzakkyUVJ2RjhMVkdqR3NJeTc1aHJqX3dQX3lQMThuMXU0elRSbGpUUWFEYlBILUQyaXB5QzREamUxRGhzeV9KZEdYdVpkQnFyNlJlWEpGRVl2WFUzTTNkU25McGx1Qk85ZG9Wcmc?oc=5
132,Una célula del Tren de Aragua amasó una fortuna de 87 millones de dolares en Chile y la envió a Colombia - Infobae,Una célula del Tren de Aragua amasó una fortuna de 87 millones de dolares en Chile y la envió a Colombia Infobae,2026-06-03,Sin identificar,Seguridad General,Infobae,https://news.google.com/rss/articles/CBMi9gFBVV95cUxOaWtPRHNaSmNqbHVkQjNSY1VaMU1Na0ZKUi1JdWFJREM5R2ItV20tMnVXb1ZESi1ONFBPTmFGMXgtMl9zTXhFaUNUWTlxTjdrcGJGTmN3ZV9uVTJwNV9ic0V4TUlKMHBBYTNTczRjTmVHMWJrSE9xeXB4TmN1d2xRZV9RNVZHblhVRzNFODJuVlBHa216akFnbFk0WU41QTFWNlBUWm1BN1lMeHU3d0ZwSFp3MERFQ2hLVEhpQXpWVXBKN2JCV0NQb1R3RmJ3SllPT0tuc3pVV2V5dElvWWtZcS1GbGN1N0dOQ2hHdXl1X083dVBocWfSAZACQVVfeXFMTmNScDJYMXczcUQ3d1FZUWttZkpZU2xPVEFMcEZkNzk2NmFNSEJYTVEtMXpaU1VLdW9EM0FsNDVQLVhfZDY5ZHJqSjgyR3RoeERkczNxTnVBYl8wNUZvbHBrRjVYbnFmZzdWcmhHaTZGN1BWbktJV0Fad01aUF9zWXZWVkd3SF9ZeGR0b0tlSUxVbDJRZHRVUDNZb1NpY2hNSXZoSklMV3dyR2NXdlBQcjZLZVRfTjEtY2xBbEVzRnN0MFFrNGotUEdVN3NSc0FOMUhQcTU3TktJZ2lZbVlPdVdxcWtqckIwYkkyNU5OUXhOQnVabVgwWkN3dngxOWpGNEFpT3ZpSXFYWHJnSnV3NlE?oc=5
133,Operación Guaraní: en Puerto Montt desarticulan red transnacional de explotación sexual - SoyChile.cl,Operación Guaraní: en Puerto Montt desarticulan red transnacional de explotación sexual SoyChile.cl,2026-06-02,Sin identificar,Seguridad General,SoyChile.cl,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNdWJmSDRDb1VURHpVYXRlN3VWd1BYVWp0eHZLMlYxMjBhV2RsRko4MjYzLTNRanRsWE96RzN2Y1pacE9Rd0lCM0QtV05ndnduWlNmUUtUdjFrd0FHUHJ4NFdTeV9hNDVRa2hobGpOVmNhMUphcktxVDVELUdkcGpLTjI0WUpNYjliLXR3UXBRbVgyZ2h3eWRJQmU2QnYtWUJ0c2FMYkh1NkM?oc=5
134,"Operación Black Jack: PDI desarticula red de facturas falsas, fraude bancario y lavado de activos - El Diario Santiago","Operación Black Jack: PDI desarticula red de facturas falsas, fraude bancario y lavado de activos El Diario Santiago",2026-06-15,Santiago,Seguridad General,El Diario Santiago,https://news.google.com/rss/articles/CBMisAFBVV95cUxQZWlkQ3ZNcGlEODV3RXI2OGpjWDVrVjlndDJFMDIzRjdVdEEwRU5sLWJXeDFFSVdCajRwYjhTRkVfMFNsQzdrT1VLZV9GWWc5NVRjaGdfQk5BZEx5aU0wUUZjS0NMV0ZpaFBnWXdWTG1Jc3JiUjFqZVRYVjJOM3RjOTl0a3U3cFA2eVdiWkZoWG1QLTlUTU1fM3ZuNXpEZXVWd3M5cVJtZUVfT3QtX0Jsbw?oc=5
135,Gonzalo Feito será formalizado por el delito de maltrato habitual contra su expareja - BioBioChile,Gonzalo Feito será formalizado por el delito de maltrato habitual contra su expareja BioBioChile,2026-06-24,Sin identificar,Seguridad General,BioBioChile,https://news.google.com/rss/articles/CBMiiAJBVV95cUxPa2JhS3NoUHRHWkFEV0tyTGxfRFgwOWhrUW5jTl9kQkdMSW9mYVB4UDUwcTVNa0djUlpXakFaWWhkbGo2UXg5TlQwZ0JwYWl0Nl9VcDJZRnRhZjRhY0N6UTkwcTRXUEFTcVpyT2MtRk9SSE9hNXR4S1o1TS1pcDNfOGx1TVhrY2Y5SlVNVjFLOWxVYVlVdkpsNHZBYTdnY1JGVlllS0JjNzJ6WVhwak9KOHJFZ3BFQXN6aklsSW1DWkhCeWhzQTNkMmFZR0t6U3hueldneVFWNWw4Slh3R0x4Tm0wbkttUEdjVUVQVnB3YUk3QXFZNEZiMWtjZFdkYVpSYXV0Z0ZIdFo?oc=5
